r v real_class
2.388 2.391 ITL
0.29 2.518 ITL
0.221 2.651 ITL
0.312 2.603 ITL
0.279 2.577 ITL
2.689 2.45 ITL
2.608 2.26 ITL
2.654 2.332 ITL
2.628 2.472 ITL
2.444 2.515 ITL
1.003 2.322 ITL
0.99 2.337 ITL
2.522 2.401 ITL
2.493 2.563 ITL
2.747 2.536 ITL
2.692 2.618 ITL
2.91 2.607 ITL
2.927 2.618 ITL
1.976 2.131 ITL
2.093 2.106 ITL
1.845 2.015 ITL
2.046 2.019 ITL
2.731 1.812 ITL
2.558 1.755 ITL
2.302 2.231 ITL
2.32 1.882 ITL
2.141 2.231 ITL
2.432 2.231 ITL
2.463 2.08 ITL
2.278 2.092 ITL
1.239 2.43 ITL
1.163 2.331 ITL
1.205 2.337 ITL
1.203 2.218 ITL
1.076 2.738 ITL
2.98 0.095 ITL
2.576 0.298 ITL
2.345 0.002 IN
2.429 0.128 ITL
2.74 0.118 IN
2.598 0.946 ITL
1.903 0.094 ITL
1.761 0.085 ITL
1.894 0.379 ITL
2.786 0.348 ITL
2.278 0.047 IN
1.812 0.142 IN
2.099 0.145 IN
2.565 0.065 IN
2.551 0.961 ITL
0.531 0.038 IN
2.143 0.101 ITL
0.118 1.539 ITL
2.656 0.097 IN
0.573 1.038 IN
2.423 0.514 IN
2.665 0.247 IN
1.076 0.196 IN
1.694 0.07 IN
1.897 0.238 IN
2.781 0.176 IN
2.738 0.235 ITL
2.129 0.105 ITL
0.671 0.325 ITL
2.153 0.027 IN
1.012 0.014 ITL
2.114 0.49 ITL
2.818 1.206 ITL
2.736 0.092 ITL
1.368 0.63 ITL
2.04 0.721 ITL
0.647 0.592 ITL
1.094 0.102 IN
2.189 0.216 IN
1.936 0.262 IN
0.708 0.246 IN
2.489 0.44 ITL
2.78 0.416 ITL
0.246 0.117 ITL
2.349 0.111 ITL
2.543 1.028 ITL
2.009 0.335 IN
2.754 0.24 IN
2.543 0.155 IN
2.511 1.331 ITL
2.657 0.048 IN
1.617 0.135 IN
2.706 0.332 IN
2.464 0.16 ITL
2.654 0.127 IN
1.186 0.491 IN
2.077 0.069 ITL
2.411 0.161 IN
2.498 0.325 IN
2.804 0.262 IN
2.55 0.118 IN
2.211 0.319 ITL
2.723 0.145 ITL
2.744 1.443 ITL
1.877 0.245 ITL
0.91 0.562 ITL
2.783 0.803 ITL
0.74 0.474 IN
2.181 0.26 IN
0.766 0.517 IN
2.916 0.132 IN
2.691 0.349 ITL
1.599 0.322 IN
2.319 0.652 ITL
2.334 0.313 ITL
2.674 0.247 IN
1.908 0.863 ITL
1.375 0.242 IN
2.757 0.364 ITL
2.129 0.885 ITL
1.286 0.591 ITL
2.293 0.287 IN
2.222 0.474 IN
0.895 0.627 IN
0.944 0.115 IN
2.7 0.067 IN
2.368 0.299 ITL
2.011 0.715 ITL
1.244 0.681 ITL
2.032 0.167 IN
2.144 0.127 IN
1.369 0.413 IN
2.108 0.537 IN
1.658 0.088 ITL
2.772 0.292 IN
2.382 0.08 IN
1.804 0.496 IN
2.049 0.365 IN
2.859 0.258 IN
2.15 0.32 IN
2.924 0.465 ITL
2.593 0.379 ITL
2.292 0.731 ITL
1.109 0.322 ITL
2.318 0.071 ITL
1.666 0.592 ITL
1.827 0.004 IN
1.992 0.009 IN
1.787 0.407 IN
1.666 0.984 ITL
2.873 0.322 IN
0.922 0.402 IN
1.574 0.815 ITL
2.537 0.177 IN
2.133 0.435 IN
1.269 0.356 IN
2.885 0.242 ITL
2.826 0.252 ITL
2.185 0.121 IN
2.307 0.191 ITL
2.524 1.039 ITL
1.264 1.393 ITL
0.697 0.489 ITL
2.816 0.379 IN
2.155 0.096 IN
2.313 0.032 IN
2.585 0.097 IN
2.416 0.474 IN
0.632 0.271 ITL
1.523 0.642 ITL
2.33 0.042 ITL
2.189 0.34 IN
2.623 0.177 IN
2.449 0.123 IN
1.074 0.625 ITL
2.024 0.266 ITL
1.846 0.219 IN
1.53 0.213 IN
2.686 0.124 ITL
2.516 1.01 ITL
2.552 0.952 ITL
1.522 0.138 IN
2.385 0.171 ITL
2.877 0.194 IN
2.029 0.301 IN
2.845 0.463 ITL
2.245 0.792 ITL
2.299 0.757 ITL
0.544 0.013 IN
1.647 1.113 ITL
2.759 0.332 IN
2.395 0.032 ITL
1.252 0.234 IN
1.191 0.187 IN
1.929 0.179 IN
2.874 0.169 IN
1.931 0.289 IN
1.981 0.266 IN
2.069 0.06 IN
2.329 0.156 IN
2.941 0.389 IN
2.747 0.38 IN
2.721 0.391 IN
2.624 0.387 IN
2.275 0.172 IN
2.098 0.187 IN
1.427 0.133 IN
1.664 0.558 IN
1.923 0.765 ITL
1.372 0.48 IN
1.546 0.614 IN
2.16 0.451 IN
2.064 0.474 IN
2.586 0.301 IN
1.1 0.31 IN
1.31 0.633 ITL
1.453 0.742 ITL
2.288 0.036 IN
2.312 0.17 IN
2.522 0.054 ITL
0.324 0.183 ITL
0.525 0.206 ITL
2.927 0.305 IN
0.701 0.326 IN
2.93 1.293 ITL
2.806 0.191 ITL
2.677 0.408 ITL
2.44 0.125 ITL
2.494 0.176 ITL
1.983 0.093 ITL
2.584 0.057 ITL
1.957 0.056 IN
1.893 0.072 IN
1.799 0.16 IN
1.805 0.178 ITL
2.862 0.086 ITL
2.689 0.026 ITL
2.783 0.03 ITL
2.799 0.02 ITL
2.94 0.469 ITL
2.791 0.561 ITL
2.751 0.376 ITL
2.704 0.415 ITL
2.636 0.575 ITL
2.665 0.376 ITL
2.704 0.139 ITL
2.922 0.121 ITL
2.811 0.215 ITL
2.822 0.224 ITL
2.596 0.033 ITL
2.608 0.062 ITL
2.544 0.066 ITL
2.758 0.109 ITL
2.983 0.525 ITL
1.484 0.067 IN
0.267 0.304 ITL
2.325 0.917 ITL
2.877 0.253 IN
2.589 0.43 IN
2.605 0.346 IN
2.338 0.759 ITL
2.487 1.005 ITL
2.355 0.873 ITL
2.438 0.85 ITL
2.576 0.911 ITL
2.768 0.998 ITL
2.786 0.954 ITL
2.238 0.495 IN
0.599 0.633 ITL
0.626 0.421 ITL
0.616 0.565 ITL
0.644 0.435 ITL
0.51 0.338 ITL
0.457 0.362 ITL
2.877 0.089 IN
2.758 0.058 IN
2.796 0.75 ITL
2.962 0.845 ITL
2.98 0.524 ITL
2.968 0.587 ITL
2.913 0.656 ITL
2.922 0.719 ITL
2.63 0.319 IN
2.498 0.258 IN
2.897 0.272 IN
2.895 0.106 IN
2.989 0.158 IN
2.772 0.067 ITL
2.551 0.174 ITL
2.433 0.268 ITL
2.468 0.235 ITL
2.3 0.204 ITL
2.438 0.523 ITL
2.79 0.283 ITL
2.797 0.644 ITL
2.58 0.488 ITL
2.505 0.545 ITL
2.7 0.514 ITL
2.823 0.697 ITL
1.898 0.392 IN
1.57 0.379 IN
1.584 0.487 IN
1.343 0.194 IN
1.408 0.035 IN
1.537 0.06 IN
1.995 0.042 IN
1.592 0.016 IN
1.18 0.066 IN
1.792 0.483 IN
1.864 0.323 IN
1.414 0.147 IN
1.436 0.051 IN
1.198 0.015 IN
1.389 0.072 IN
1.587 0.18 IN
1.699 0.259 IN
1.68 0.133 IN
1.599 0.158 IN
1.489 0.208 IN
2.883 0.165 IN
1.931 0.642 IN
2.911 0.355 ITL
2.988 0.246 ITL
2.996 0.014 IN
2.769 0.041 IN
2.696 0.169 IN
2.43 0.127 IN
2.908 0.049 IN
2.813 0.13 IN
2.861 0.336 IN
2.819 0.234 IN
2.805 0.209 IN
2.905 0.232 IN
1.447 0.3 IN
0.977 0.67 IN
2.057 0.214 IN
1.621 0.112 IN
0.857 0.737 IN
1.986 0.062 IN
1.05 0.468 IN
1.098 0.383 IN
1.428 0.227 IN
1.157 0.069 IN
1.496 0.859 IN
1.749 0.457 IN
1.641 0.436 IN
2.2 0.502 IN
2.091 0.641 IN
2.103 0.606 IN
2.12 0.61 IN
2.113 0.398 IN
2.232 0.662 IN
2.049 0.606 IN
2.136 0.571 IN
2.061 0.452 IN
2.177 0.375 IN
2.541 0.657 IN
2.442 0.536 IN
2.303 0.471 IN
1.794 0.533 IN
1.679 0.502 IN
1.045 0.346 IN
1.147 0.328 IN
1.044 0.407 IN
1.059 0.411 IN
1.156 0.887 IN
0.975 1.079 IN
1.311 0.598 IN
1.314 0.639 IN
1.325 0.539 IN
0.902 1.268 IN
0.903 1.049 IN
0.861 1.034 IN
0.804 0.898 IN
1.014 0.937 IN
1.075 0.664 IN
1.671 0.304 IN
1.542 0.463 IN
1.59 1.031 IN
0.827 0.905 IN
0.485 1.311 IN
1.124 0.337 IN
1.696 0.536 IN
1.706 0.858 IN
1.302 0.505 IN
1.452 0.493 IN
0.784 0.827 IN
1.067 0.605 IN
0.802 0.67 IN
0.837 0.611 IN
0.177 0.529 IN
0.164 0.569 IN
2.158 0.233 IN
2.176 0.434 IN
2.018 0.38 IN
2.955 0.306 IN
2.611 0.667 IN
1.654 0.094 IN
1.674 0.393 IN
1.511 0.761 IN
1.334 0.051 IN
1.719 0.381 IN
1.765 0.077 BS
1.629 0.326 BS
1.779 0.009 BS
1.886 0.31 BS
1.893 0.071 BS
1.801 0.023 BS
0.811 0.397 BS
1.905 0.061 BS
2.03 0.063 BS
1.304 0.453 BS
0.897 0.764 BS
1.79 0.372 BS
1.581 0.239 BS
0.866 0.599 CL
0.644 0.834 CL
0.735 0.608 BS
0.594 1.131 CL
0.49 1.265 CL
0.208 1.285 RIN
0.126 0.157 CL
0.66 0.348 CL
0.949 0.069 CL
0.918 1.588 RIN
0.546 0.548 CL
0.429 0.31 CL
0.945 0.174 CL
0.229 0.58 CL
0.728 0.02 RIN
0.922 0.371 BS
0.239 1.138 CL
0.929 0.254 BS
0.523 1.201 BS
0.272 0.051 BS
1.337 0.039 CL
0.831 0.396 CL
0.104 0.241 CL
0.795 0.077 CL
0.788 0.043 CL
0.283 0.863 CL
0.293 1.456 CL
0.24 0.482 CL
0.183 0.282 CL
0.307 1.574 CL
0.728 0.001 CL
0.1 0.307 CL
0.746 0.053 CL
0.428 0.908 RIN
0.538 0.742 CL
0.657 0.184 CL
0.449 0.956 CL
0.161 0.574 CL
0.82 0.858 CL
1.191 0.674 BS
0.073 0.262 CL
0.284 1.212 RIN
1.042 0.673 BS
0.914 0.08 BS
0.71 0.046 CL
0.016 2.403 CL
0.721 0.362 CL
0.364 0.411 CL
0.413 1.286 CL
0.563 0.931 CL
0.302 0.088 CL
1.13 0.698 BS
0.441 1.115 CL
0.878 0.216 CL
0.379 0.611 RIN
0.429 1.388 CL
0.797 0.023 CL
0.552 0.964 RIN
0.856 0.205 CL
0.423 0.146 CL
0.142 0.604 CL
0.237 0.156 CL
0.25 0.921 RIN
0.647 1.5 CL
0.426 1.028 CL
0.66 0.889 CL
1.194 0.564 BS
0.736 1.166 RIN
0.14 0.781 CL
0.524 0.57 CL
0.554 0.86 BS
1.078 0.289 BS
0.447 0.616 RIN
0.73 0.81 CL
1.03 0.732 BS
0.786 0.997 BS
0.43 0.837 RIN
0.035 0.45 CL
0.879 0.953 BS
0.782 0.926 CL
1.118 0.291 BS
1.288 0.125 BS
0.537 1.926 RIN
0.779 1.371 BS
0.196 1.301 IN
0.785 0.259 BS
1.036 0.496 CL
1.167 0.917 BS
0.509 0.382 CL
0.6 0.662 CL
0.23 1.706 RIN
0.418 1.868 CL
0.967 1.672 IN
0.964 1.056 IN
0.191 1.152 RIN
0.374 1.282 CL
0.565 0.836 CL
0.525 1.246 RIN
0.221 2.12 RIN
0.435 0.769 BS
0.169 2.166 RIN
0.108 1.099 RIN
0.35 0.098 BS
0.112 2.336 RIN
0.763 0.189 CL
0.485 0.467 CL
0.506 0.709 CL
1.053 0.452 IN
0.388 0.935 RIN
0.451 1.449 RIN
0.926 0.502 BS
0.292 0.574 CL
0.142 0.144 RIN
0.489 1.87 RIN
0.322 1.421 RIN
0.554 1.057 CL
0.814 0.542 IN
0.23 1.817 CL
0.56 1.583 RIN
0.603 0.543 CL
1.147 1.768 IN
0.452 0.432 CL
0.07 1.436 RIN
0.724 0.09 CL
0.441 0.345 RIN
1.336 0.067 BS
0.294 1.289 IN
0.476 0.564 RIN
0.963 0.347 CL
0.461 0.914 RIN
0.64 1.024 RIN
0.676 0.394 RIN
0.885 0.248 CL
0.838 0.416 CL
1.043 0.119 IN
0.717 1.547 IN
0.813 0.733 CL
1.054 1.148 IN
0.334 0.968 CL
0.64 0.424 CL
0.847 0.67 IN
0.423 0.339 CL
0.893 0.024 CL
0.331 0.549 RIN
0.883 0.317 BS
0.778 0.237 RIN
1.302 0.566 BS
1.057 0.327 BS
0.903 1.551 RIN
0.17 0.245 RIN
0.8 0.623 IN
0.309 1.156 CL
0.628 0.211 RIN
0.284 1.339 RIN
0.811 0.474 BS
0.094 1.491 RIN
0.623 0.545 RIN
0.826 0.309 BS
0.326 2.104 RIN
0.69 0.226 CL
0.575 0.079 RIN
0.515 0.922 CL
0.484 1.276 CL
0.266 1.582 RIN
1.1 0.01 BS
0.314 0.475 CL
0.188 1.583 RIN
0.522 1.55 RIN
0.526 0.449 CL
1.102 0.413 BS
0.532 0.45 CL
0.651 1.762 RIN
0.942 0.797 IN
0.255 1.121 RIN
0.247 0.323 RIN
0.334 0.697 BS
0.263 0.898 RIN
0.655 0.699 IN
0.284 0.913 RIN
0.435 0.932 CL
0.844 0.039 CL
0.946 1.392 IN
0.844 0.662 CL
0.211 0.941 CL
0.349 0.214 RIN
0.806 1.881 RIN
0.628 0.467 RIN
0.25 1.382 RIN
0.272 0.233 CL
0.8 0.423 RIN
0.815 0.29 CL
0.73 0.396 RIN
0.993 0.289 BS
0.225 1.656 RIN
0.375 0.827 RIN
0.674 1.103 RIN
0.36 1.442 RIN
0.55 1.177 CL
0.697 0.179 RIN
0.474 0.507 CL
0.18 1.1 RIN
0.745 0.141 RIN
0.247 1.425 RIN
0.689 0.353 BS
0.739 1.13 RIN
1.092 0.308 BS
0.331 1.219 CL
1.009 0.385 BS
1.077 0.478 BS
1.175 0.417 BS
0.759 1.267 RIN
1.127 0.115 BS
0.108 1.064 CL
0.23 1.469 CL
0.92 0.015 CL
1.161 0.619 BS
0.961 0.48 CL
0.24 1.578 RIN
0.658 0.67 CL
0.368 1.342 CL
0.37 1.448 RIN
0.461 0.57 RIN
0.795 1.022 CL
0.127 1.549 RIN
0.782 0.014 CL
1.029 1.717 IN
0.564 0.857 CL
0.456 0.728 CL
0.58 0.161 CL
0.913 1.127 RIN
0.902 0.232 RIN
0.485 0.241 CL
0.433 1.326 RIN
0.405 1.099 CL
0.19 0.668 CL
0.461 0.583 CL
0.325 0.992 RIN
0.288 1.175 IN
0.461 0.834 RIN
0.386 0.26 RIN
0.136 2.656 RIN
1.09 0.751 BS
0.591 0.868 CL
1.008 0.002 IN
0.689 1.081 RIN
0.719 0.719 CL
0.443 0.716 CL
0.922 0.582 BS
0.507 0.846 BS
0.417 0.93 RIN
1.287 0.077 BS
1.011 0.205 IN
0.253 1.333 RIN
0.907 0.936 IN
1.26 0.056 IN
1.002 0.33 BS
0.364 0.945 CL
0.372 0.549 RIN
0.303 0.97 RIN
0.325 0.075 RIN
1.257 0.065 BS
0.395 2.001 RIN
0.272 0.766 RIN
0.456 0.324 CL
0.266 1.118 BS
0.809 0.417 RIN
0.152 1.645 RIN
0.231 0.237 RIN
1.142 1.141 BS
0.538 0.723 CL
0.594 1.628 RIN
0.691 0.091 CL
0.819 0.819 BS
0.942 1.625 BS
0.317 1.236 RIN
0.63 1.518 RIN
1.154 0.471 BS
0.694 0.266 RIN
1.097 0.539 IN
0.528 0 RIN
0.4 1.736 RIN
0.19 1.654 RIN
0.431 1.711 RIN
0.991 0.778 BS
0.561 0.954 RIN
0.657 1.566 RIN
0.823 0.484 CL
0.168 2.266 CL
0.867 0.879 CL
0.888 1.642 IN
0.561 0.233 IN
0.648 1.041 CL
0.575 0.827 RIN
0.906 0.356 RIN
0.15 1.94 CL
0.526 1.823 RIN
0.718 0.462 CL
0.101 1.517 RIN
0.944 0.094 CL
0.124 0.002 RIN
0.75 0.117 CL
0.514 0.021 RIN
0.711 0.887 RIN
0.847 0.086 BS
0.489 0.674 RIN
0.919 1.017 IN
0.345 1.722 RIN
0.458 1.119 CL
0.28 0.052 CL
0.096 1.146 RIN
0.222 1.164 CL
0.442 0.664 RIN
0.47 0.146 RIN
0.796 0.885 CL
0.815 0.994 RIN
0.471 1.052 RIN
0.994 0.353 RIN
0.122 1.354 RIN
0.949 1.684 IN
1.051 0.13 BS
0 0 CL
1.436 0.279 BS
1.314 0.332 BS
0.849 0.444 BS
1.134 0.414 BS
1.506 0.161 BS
1.018 0.06 BS
1.317 0.195 BS
1.094 0.227 BS
1.088 0.085 BS
1.368 0.225 BS
2.075 0.369 BS
1.62 0.169 BS
1.683 0.137 BS
1.732 0.087 BS
1.793 0.117 BS
1.4 0.193 CL
1.309 1.093 BS
1.226 0.476 BS
1.306 1.039 BS
1.278 1.08 BS
1.095 0.202 BS
0.913 0.632 BS
1.256 0.433 BS
0.991 1.06 BS
0.985 1.04 BS
1.732 0.321 BS
1.534 0.035 BS
0.399 0.408 BS
1.379 0.404 BS
0.954 0.32 BS
1.351 0.735 BS
1.233 0.418 BS
1.653 0.11 BS
1.558 0.185 BS
1.708 0.039 BS
0.578 0.543 BS
1.491 0.856 BS
1.344 1.011 BS
1.393 0.625 BS
1.455 0.903 BS
1.503 0.119 IN
1.694 0.087 IN
1.538 0.068 IN
1.908 0.092 IN
0.789 0.26 BS
0.959 0.271 BS
2.042 0.198 BS
1.759 0.166 BS
1.598 0.072 BS
0.567 1.198 BS
0.448 0.96 BS
0.264 0.578 BS
0.307 0.582 BS
0.919 0.309 BS
0.801 0.064 BS
0.228 0.92 BS
0.349 1.114 BS
1.396 0.201 BS
1.539 0.035 BS
1.418 0.071 BS
1.376 0.417 IN
1.577 0.071 IN
1.615 1.145 IN
0.722 0.359 BS
0.626 0.127 BS
1.077 1.116 IN
1.135 0.503 BS
0.613 0.201 BS
0.42 0.081 BS
0.667 0.417 BS
0.693 0.148 BS
0.969 0.701 BS
1.041 0.682 BS
1.172 0.01 BS
1.598 0.047 BS
1.394 0.214 BS
1.205 0.366 BS
1.161 0.217 BS
1.207 1.09 IN
1.228 0.998 IN
1.313 0.339 BS
1.18 0.708 BS
1.172 1.598 IN
1.096 0.044 BS
0.56 0.652 BS
1.037 0.256 BS
0.922 0.21 BS
1.109 0.207 BS
1.437 0.523 BS
1.17 0.78 BS
1.09 1.096 BS
1.195 0.024 BS
1.225 0.09 BS
1.093 0.088 BS
1.019 0.593 BS
1.07 0.564 BS
1.73 0.05 BS
1.566 0.569 BS
1.189 0.129 BS
1.598 0.588 BS
1.483 0.48 BS
1.626 0.224 BS
1.593 0.333 BS
1.827 0.295 BS
0.333 0.194 BS
0.495 0.09 BS
0.956 0.14 BS
0.583 0.086 BS
0.365 0.065 BS
0.636 0.235 BS
1.645 0.099 BS
1.06 0.121 BS
1.507 0.342 BS
1.061 0.257 BS
1.112 0.155 BS
1.659 0.16 BS
1.483 0.48 BS
1.568 0.334 BS
1.29 0.432 BS
1.215 0.056 BS
1.224 0.142 BS
1.238 0.547 BS
1.482 0.163 BS
1.508 0.297 BS
1.551 0.013 BS
1.472 0.005 BS
1.34 0.12 BS
1.289 0.061 BS
1.109 0.099 BS
0.935 0.125 BS
1.063 0.318 BS
1.228 0.361 BS
1.383 0.205 BS
1.236 0.175 BS
0.924 0.545 BS
0.847 1.324 IN
0.802 1.079 IN
0.89 0.595 BS
1.115 0.475 BS
1.64 0.308 BS
1.572 0.214 BS
1.558 0.046 BS
2.54 0.374 IN
2.522 0.011 IN
2.58 0.294 IN
2.476 0.336 IN
2.612 0.539 IN
2.541 0.073 IN
1.964 0.001 IN
1.943 0.076 IN
1.76 0.025 IN
1.629 0.305 BS
1.488 0.212 BS
1.242 0.437 BS
1.409 0.069 BS
1.461 1.107 BS
2.33 0.534 IN
1.508 0.267 BS
1.49 0.193 BS
1.438 0.026 BS
2.312 0.279 IN
2.472 0.085 IN
0.759 0.559 BS
1.493 0.431 BS
1.341 0.019 BS
1.609 0.416 BS
0.426 0.654 BS
0.465 0.816 BS
1.446 0.016 BS
1.548 0.101 BS
1.439 0.275 BS
1.411 0.342 BS
0.875 0.442 BS
0.752 0.369 BS
1.756 0.438 BS
1.292 0.517 BS
1.298 0.454 BS
1.116 0.837 BS
1.361 0.26 BS
1.397 0.156 BS
1.134 0.156 BS
0.791 0.197 BS
0.666 0.03 BS
0.601 0.103 BS
1.259 0.354 BS
1.139 0.596 BS
1.287 0.457 BS
1.429 0.207 BS
1.314 0.048 IN
1.789 0.347 IN
1.337 0.258 BS
0.845 0.274 BS
1.586 0.551 BS
1.262 0.898 BS
1.31 0.487 BS
0.378 0.851 BS
2.116 1.599 ITL
1.346 1.849 ITL
2.634 0.738 ITL
2.502 0.673 ITL
1.817 2.606 ITL
1.636 2.469 ITL
1.329 2.346 ITL
2.904 0.539 ITL
2.185 2.988 ITL
2.455 2.779 ITL
2.12 2.577 ITL
2.913 2.693 ITL
1.947 1.378 ITL
2.775 2.728 ITL
2.928 0.33 ITL
2.427 2.678 ITL
2.151 1.955 ITL
1.925 1.863 ITL
2.255 0.91 ITL
0.915 0.662 ITL
2.97 2.604 ITL
1.416 0.426 ITL
2.297 0.367 ITL
2.264 2.265 ITL
2.002 2.134 ITL
1.395 0.545 ITL
1.507 0.42 ITL
2.767 2.283 ITL
2.764 2.676 ITL
1.191 2.423 ITL
2.985 2.548 ITL
2.953 2.487 ITL
0.758 0.289 ITL
1.157 2.981 ITL
2.096 0.549 ITL
1.415 0.387 ITL
2.588 0.972 ITL
1.143 2.356 ITL
1.076 2.291 ITL
1.084 2.339 ITL
2.422 0.29 ITL
2.815 0.514 ITL
1.246 0.201 ITL
2.371 2.829 ITL
2.989 1.541 ITL
2.511 1.765 ITL
2.382 2.227 ITL
2.783 1.638 ITL
1.379 2.859 ITL
2.896 2.911 ITL
2.753 1.736 ITL
2.933 2.858 ITL
2.721 2.593 ITL
2.481 2.188 ITL
1.674 2.743 ITL
1.754 2.57 ITL
2.024 2.337 ITL
1.037 1.746 ITL
1.672 2.551 ITL
1.975 1.886 ITL
1.435 2.946 ITL
2.079 1.548 ITL
2.668 2.941 ITL
2.797 2.888 ITL
2.203 2.596 ITL
2.04 2.624 ITL
2.987 2.223 ITL
2.524 2.377 ITL
2.519 2.394 ITL
2.322 2.501 ITL
0.967 2.693 ITL
1.037 2.588 ITL
1.099 2.55 ITL
1.484 2.636 ITL
1.267 2.541 ITL
2.898 2.185 ITL
2.708 2.361 ITL
1.443 2.828 ITL
1.585 2.838 ITL
1.7 2.814 ITL
2.99 2.103 ITL
2.998 1.586 ITL
2.888 1.8 ITL
2.414 0.257 IN
0.755 0.619 ITL
2.236 0.311 ITL
2.514 0.394 IN
2.083 0.114 IN
2.618 0.085 IN
2.914 0.184 ITL
1.938 0.552 IN
1.755 1.238 ITL
2.995 0.188 IN
2.855 0.181 ITL
0.904 0.487 IN
2.061 0.923 ITL
1.111 0.345 ITL
2.115 0.913 ITL
1.047 0.635 ITL
2.884 1.48 ITL
1.538 0.854 ITL
2.278 0.089 ITL
2.95 0.463 IN
2.102 1.57 ITL
2.429 0.509 IN
0.919 0.22 ITL
2.697 0.83 IN
1.599 0.401 ITL
2.528 0.087 IN
2.18 0.622 ITL
0.397 1.475 ITL
2.449 1.414 ITL
1.761 0.406 ITL
2.423 0.19 IN
1.024 0.29 ITL
1.877 1.16 ITL
1.759 0.478 IN
1.01 0.665 ITL
1.413 1.547 ITL
1.927 0.18 ITL
2.464 0.939 ITL
1.531 1.445 ITL
1.234 0.495 ITL
2.4 1.644 ITL
2.191 0.645 ITL
2.43 0.535 ITL
1.979 1.104 ITL
1.179 1.433 ITL
2.396 0.248 IN
2.755 0.096 ITL
2.766 1.049 ITL
2.361 0.853 ITL
1.382 0.879 ITL
2.004 0.807 IN
1.16 1.281 ITL
1.583 0.07 IN
2.423 0.343 IN
2.693 0.17 ITL
1.731 0.098 IN
1.035 0.293 ITL
2.809 1.548 ITL
2.451 0 ITL
2.02 1.42 ITL
2.157 1.345 ITL
0.19 0.466 IN
2.521 0.025 IN
2.926 0.244 ITL
2.331 0.609 IN
1.77 0.448 IN
2.759 0.107 ITL
0.286 0.43 IN
2.527 0.593 ITL
1.584 0.402 ITL
1.482 0.368 ITL
2.874 0.428 IN
2.008 0.613 ITL
1.538 1.413 ITL
2.379 0.141 ITL
1.457 0.488 ITL
0.37 0.374 IN
1.009 0.391 ITL
2.958 1.428 ITL
2.647 0.632 ITL
2.994 0.171 IN
2.995 0.326 IN
2.362 0.461 ITL
1.899 0.79 ITL
2.553 0.283 IN
1.019 0.88 ITL
1.462 0.216 ITL
2.554 0.153 IN
2.442 0.098 IN
2.718 0.023 IN
2.492 0.538 IN
0.956 0.572 IN
2.151 1.398 ITL
1.571 1.534 ITL
1.636 1.395 ITL
1.73 0.405 ITL
2.19 0.731 ITL
2.683 0.111 ITL
1.656 0.838 IN
2.034 1.656 ITL
2.69 0.73 ITL
2.814 1.738 ITL
2.225 0.478 IN
2.128 0.476 IN
1.652 1.404 ITL
2.325 0.249 IN
0.946 0.693 IN
0.794 0.603 ITL
2.068 0.619 ITL
0.777 0.893 IN
2.815 0.39 IN
2.377 0.484 IN
2.25 0.384 IN
0.461 0.861 IN
1.643 0.702 ITL
1.943 0.575 IN
1.748 1.23 ITL
2.882 0.507 ITL
2.73 0.208 ITL
2.847 0.744 ITL
2.274 0.167 ITL
2.939 0.698 ITL
2.818 0.667 ITL
2.347 0.179 IN
2.424 0.253 IN
2.15 0.132 IN
2.558 0.078 ITL
2.826 0.319 IN
2.583 0.366 IN
1.741 1.43 ITL
2.397 0.13 IN
1.987 0.585 IN
2.62 0.704 IN
2.725 0.123 IN
2.067 0.695 ITL
2.21 0.412 IN
2.18 0.454 IN
1.802 0.828 ITL
2.453 0.087 ITL
2.556 0.398 IN
2.506 0.734 IN
2.57 0.661 IN
1.681 0.423 ITL
2.754 0.557 ITL
1.948 0.599 ITL
1.544 0.324 IN
1.88 0.568 IN
1.805 0.579 IN
2.612 0.326 ITL
2.538 0.326 ITL
2.453 0.148 IN
2.244 0.059 IN
2.237 0.196 IN
1.731 0.508 ITL
1.92 0.489 ITL
1.771 0.137 IN
2.833 0.134 IN
2.829 0.04 IN
1.931 0.227 ITL
1.83 0.284 ITL
1.682 0.259 ITL
1.729 0.34 ITL
1.617 0.382 ITL
2.457 0.101 ITL
2.513 0.073 ITL
2.36 0.273 ITL
2.058 0.244 ITL
1.46 0.798 ITL
1.481 0.686 ITL
1.407 0.689 ITL
0.994 0.517 IN
2.719 0.371 IN
2.676 0.419 IN
2.668 0.302 IN
2.528 0.292 IN
2.275 0.434 ITL
2.886 0.354 IN
2.799 0.406 IN
2.211 0.421 ITL
2.924 0.099 ITL
0.792 0.271 IN
0.724 0.385 IN
0.836 0.371 IN
0.921 0.329 IN
0.589 0.449 IN
0.661 0.369 IN
1.451 0.292 ITL
1.266 0.329 ITL
1.166 0.317 ITL
2.923 0.378 IN
1.398 1.15 ITL
1.426 1.408 ITL
1.436 1.183 ITL
2.919 0.186 IN
2.909 0.158 IN
2.902 0.498 IN
1.019 0.29 ITL
0.536 0.056 IN
1.026 1.178 ITL
0.763 0.474 ITL
0.798 0.531 ITL
0.827 0.561 ITL
0.926 0.604 ITL
1.813 0.139 IN
1.842 0.205 IN
1.181 0.853 ITL
0.996 0.405 ITL
1.136 0.663 ITL
1.122 0.469 ITL
1.018 0.337 ITL
1.052 0.255 ITL
1.117 0.208 ITL
1.161 0.272 ITL
1.165 0.356 ITL
1.95 0.749 ITL
2.022 0.575 ITL
2.255 0.344 ITL
